Code,Name,Country,Exchange,Currency,Type,Isin
NVEE,NV5 Global Inc,USA,NASDAQ,USD,Common Stock,US62945V1098
NVEI,Nuvei Corp,USA,NASDAQ,USD,Common Stock,CA67079A1021
NVFY,Nova Lifestyle I,USA,NASDAQ,USD,Common Stock,US66979P2011
NVIV,InVivo Therapeutics Holdings Corp,USA,NASDAQ,USD,Common Stock,US46186M6057
NVMI,Nova Ltd,USA,NASDAQ,USD,Common Stock,IL0010845571
NVNI,Nvni Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
NVNIW,Nvni Group Limited Warrants,USA,NASDAQ,USD,Common Stock,
NVNO,enVVeno Medical Corp,USA,NASDAQ,USD,Common Stock,US29415J1060
NVOS,Novo Integrated Sciences Inc,USA,NASDAQ,USD,Common Stock,US67011T2015
NVTS,Navitas Semiconductor Corp,USA,NASDAQ,USD,Common Stock,US63942X1063
NVVE,Nuvve Holding Corp,USA,NASDAQ,USD,Common Stock,US67079Y1001
NVVEW,Nuvve Holding Corp,USA,NASDAQ,USD,Common Stock,
NVX,Novonix Ltd ADR,USA,NASDAQ,USD,Common Stock,US67010L1008
NWBI,Northwest Bancshares Inc,USA,NASDAQ,USD,Common Stock,US6673401039
NWE,NorthWestern Corporation,USA,NASDAQ,USD,Common Stock,US6680743050
NWFL,Norwood Financial Corp,USA,NASDAQ,USD,Common Stock,US6695491075
NWGL,Nature Wood Group Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,
NWL,Newell Brands Inc,USA,NASDAQ,USD,Common Stock,US6512291062
NWLI,National Western Life Insurance Co,USA,NASDAQ,USD,Common Stock,US6385171029
NWPX,Northwest Pipe Company,USA,NASDAQ,USD,Common Stock,US6677461013
NWS,News Corp B,USA,NASDAQ,USD,Common Stock,US65249B2088
NWSA,News Corp A,USA,NASDAQ,USD,Common Stock,US65249B1098
NWTN,NWTN Inc. Class B Ordinary Shares,USA,NASDAQ,USD,Common Stock,
NWTNW,NWTN Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NXGL,Nexgel Inc,USA,NASDAQ,USD,Common Stock,US65344E1073
NXGLW,NexGel Inc Warrant,USA,NASDAQ,USD,Common Stock,
NXGN,Nextgen Healthcare Inc,USA,NASDAQ,USD,Common Stock,US65343C1027
NXL,Nexalin Technology Inc.,USA,NASDAQ,USD,Common Stock,
NXLIW,Nexalin Technology Inc,USA,NASDAQ,USD,Common Stock,
NXPI,NXP Semiconductors NV,USA,NASDAQ,USD,Common Stock,NL0009538784
NXPL,Nextplat Corp,USA,NASDAQ,USD,Common Stock,US68557F2092
NXPLW,NextPlat Corp,USA,NASDAQ,USD,Common Stock,
NXST,Nexstar Broadcasting Group Inc,USA,NASDAQ,USD,Common Stock,US65336K1034
NXT,Nextracker Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
NXTC,NextCure  Inc,USA,NASDAQ,USD,Common Stock,US65343E1082
NXTG,First Trust NASDAQ Smartphone,USA,NASDAQ,USD,ETF,US33737K2050
NXTP,Nextplay Technologies Inc,USA,NASDAQ,USD,Common Stock,US65344G1022
NYAX,Nayax Ltd,USA,NASDAQ,USD,Common Stock,
NYMT,New York Mortgage Trust Inc,USA,NASDAQ,USD,Common Stock,US6496045013
NYMTL,New York Mortgage Trust Inc Preferred,USA,NASDAQ,USD,Preferred Stock,US6496048652
NYMTM,New York Mortgage Trust Inc PR,USA,NASDAQ,USD,Preferred Stock,US6496048736
NYMTN,New York Mortgage Trust Inc Pref,USA,NASDAQ,USD,Preferred Stock,US6496048819
NYXH,Nyxoah,USA,NASDAQ,USD,Common Stock,BE0974358906
NZAC,SPDR® MSCI ACWI Climate Paris Aligned ETF,USA,NASDAQ,USD,ETF,US78463X1946
NZRO,Strategy Shares Halt Climate Change ETF,USA,NASDAQ,USD,ETF,US86280R8372
NZUS,SPDR MSCI USA Climate Paris Aligned ETF,USA,NASDAQ,USD,ETF,US78468R4737
OABI,OmniAb Inc.,USA,NASDAQ,USD,Common Stock,
OABIW,OmniAb Inc.,USA,NASDAQ,USD,Common Stock,
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
OAKUR,Oak Woods Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
OAKUU,Oak Woods Acquisition Corporation Unit,USA,NASDAQ,USD,Unit,
OAKUW,Oak Woods Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
OB,Outbrain Inc,USA,NASDAQ,USD,Common Stock,US69002R1032
OBIL,US Treasury 12 Month Bill ETF,USA,NASDAQ,USD,ETF,US74933W4785
OBIO,Orchestra BioMed Holdings Inc.,USA,NASDAQ,USD,Common Stock,
OBLG,Oblong Inc,USA,NASDAQ,USD,Common Stock,US6744341057
OBT,Orange County Bancorp Inc,USA,NASDAQ,USD,Common Stock,US68417L1070
OCAX,OCA Acquisition Corp,USA,NASDAQ,USD,Common Stock,US6708651046
OCAXU,OCA Acquisition Corp,USA,NASDAQ,USD,Common Stock,US6708652036
OCAXW,OCA Acquisition Corp,USA,NASDAQ,USD,Common Stock,
OCC,Optical Cable Corporation,USA,NASDAQ,USD,Common Stock,US6838272085
OCCI,OFS Credit Company Inc,USA,NASDAQ,USD,Common Stock,US67111Q1076
OCCIN,OFS Credit Company Inc Preferred Series E,USA,NASDAQ,USD,Preferred Stock,US67111Q4047
OCCIO,OFS Credit Company Inc Preferred,USA,NASDAQ,USD,Preferred Stock,US67111Q3056
OCEA,Ocean Biomedical Inc.,USA,NASDAQ,USD,Common Stock,
OCEAW,Ocean Biomedical Inc.,USA,NASDAQ,USD,Common Stock,
OCFC,OceanFirst Financial Corp,USA,NASDAQ,USD,Common Stock,US6752341080
OCFCP,OceanFirst Financial Corp,USA,NASDAQ,USD,Preferred Stock,
OCG,Oriental Culture Holding Ltd,USA,NASDAQ,USD,Common Stock,KYG6796W1078
OCGN,Ocugen Inc,USA,NASDAQ,USD,Common Stock,US67577C1053
OCS,Oculis Holding AG Ordinary shares,USA,NASDAQ,USD,Common Stock,
OCSAW,Oculis Holding AG Warrants,USA,NASDAQ,USD,Common Stock,
OCSL,Oaktree Specialty Lending Corp,USA,NASDAQ,USD,Common Stock,US67401P1084
OCTO,Eightco Holdings Inc.,USA,NASDAQ,USD,Common Stock,
OCUL,Ocular Therapeutix Inc,USA,NASDAQ,USD,Common Stock,US67576A1007
OCUP,Ocuphire Pharma Inc,USA,NASDAQ,USD,Common Stock,US67577R1023
OCX,OncoCyte Corp,USA,NASDAQ,USD,Common Stock,US68235C1071
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ODDS,Pacer BlueStar Digital Entertainment ETF,USA,NASDAQ,USD,ETF,US69374H3949
ODFL,Old Dominion Freight Line Inc,USA,NASDAQ,USD,Common Stock,US6795801009
ODP,ODP Corp,USA,NASDAQ,USD,Common Stock,US88337F1057
ODVWW,Osisko Development Corp. Warrant,USA,NASDAQ,USD,Common Stock,
OESX,Orion Energy Systems Inc,USA,NASDAQ,USD,Common Stock,US6862751087
OFIX,Orthofix Medical Inc,USA,NASDAQ,USD,Common Stock,US68752M1080
OFLX,Omega Flex Inc,USA,NASDAQ,USD,Common Stock,US6820951043
OFS,OFS Capital Corp,USA,NASDAQ,USD,Common Stock,US67103B1008
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,USA,NASDAQ,USD,Common Stock,
OGI,OrganiGram Holdings Inc,USA,NASDAQ,USD,Common Stock,CA68620P1018
OHAA,OPY Acquisition I Corp,USA,NASDAQ,USD,Common Stock,US6710051060
OHAAU,OPY Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,US6710052050
OHAAW,OPY Acquisition Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
OIG,Orbital Energy Group Inc,USA,NASDAQ,USD,Common Stock,
OKTA,Okta Inc,USA,NASDAQ,USD,Common Stock,US6792951054
OKYO,OKYO Pharma Ltd ADR,USA,NASDAQ,USD,Common Stock,US6793451088
OLB,OLB Group Inc,USA,NASDAQ,USD,Common Stock,US67086U3077
OLED,Universal Display,USA,NASDAQ,USD,Common Stock,US91347P1057
OLIT,Omnilit Acquisition Corp,USA,NASDAQ,USD,Common Stock,US68218C1080
OLITU,Omnilit Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US68218C2070
OLITW,OmniLit Acquisition Corp. Warrants.,USA,NASDAQ,USD,Common Stock,
OLK,Olink Holding AB  ADR,USA,NASDAQ,USD,Common Stock,US6807101000
OLLI,Ollie's Bargain Outlet Hldg,USA,NASDAQ,USD,Common Stock,US6811161099
OLMA,Olema Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68062P1066
OLPX,Olaplex Holdings Inc,USA,NASDAQ,USD,Common Stock,US6793691089
OM,Outset Medical Inc,USA,NASDAQ,USD,Common Stock,US6901451079
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,USA,NASDAQ,USD,Common Stock,US4005011022
OMCL,Omnicell Inc,USA,NASDAQ,USD,Common Stock,US68213N1090
OMER,Omeros Corporation,USA,NASDAQ,USD,Common Stock,US6821431029
OMEX,Odyssey Marine Exploration Inc,USA,NASDAQ,USD,Common Stock,US6761182012
OMGA,Omega Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US68217N1054
OMH,Ohmyhome Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
OMIC,Singular Genomics Systems Inc,USA,NASDAQ,USD,Common Stock,US82933R1005
OMQS,Omniq Corp,USA,NASDAQ,USD,Common Stock,US68217M1071
ON,ON Semiconductor Corporation,USA,NASDAQ,USD,Common Stock,US6821891057
ONB,Old National Bancorp,USA,NASDAQ,USD,Common Stock,US6800331075
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,USA,NASDAQ,USD,Preferred Stock,
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,USA,NASDAQ,USD,Preferred Stock,
ONCR,Oncorus Inc,USA,NASDAQ,USD,Common Stock,US68236R1032
ONCT,Oncternal Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US68236P1075
ONCY,Oncolytics Biotech Inc,USA,NASDAQ,USD,Common Stock,CA6823108759
ONDS,Ondas Holdings Inc.,USA,NASDAQ,USD,Common Stock,
ONEQ,Fidelity® Nasdaq Composite Index® ETF,USA,NASDAQ,USD,ETF,US3159128087
ONEW,Onewater Marine,USA,NASDAQ,USD,Common Stock,US68280L1017
ONFO,Onfolio Holdings Inc,USA,NASDAQ,USD,Common Stock,
ONFOW,Onfolio Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
ONTX,Onconova Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US68232V8019
ONVO,Organovo Holdings Inc,USA,NASDAQ,USD,Common Stock,US68620A2033
ONYX,Onyx Acquisition I Co,USA,NASDAQ,USD,Common Stock,KYG6755Q1091
ONYXU,Onyx Acquisition Co I Unit,USA,NASDAQ,USD,Unit,KYG6755Q1257
ONYXW,Onyx Acquisition Co. I Warrant,USA,NASDAQ,USD,Common Stock,
OP,Oceanpal Inc,USA,NASDAQ,USD,Common Stock,MHY6430L1039
OPAL,OPAL Fuels Inc,USA,NASDAQ,USD,Common Stock,
OPBK,OP Bancorp,USA,NASDAQ,USD,Common Stock,US67109R1095
OPCH,Option Care Health Inc,USA,NASDAQ,USD,Common Stock,US68404L2016
OPEN,Opendoor Technologies Inc,USA,NASDAQ,USD,Common Stock,US6837121036
OPGN,OpGen Inc,USA,NASDAQ,USD,Common Stock,US68373L3078
OPHC,OptimumBank Holdings Inc,USA,NASDAQ,USD,Common Stock,US68401P4037
OPI,Office Properties Income Trust,USA,NASDAQ,USD,Common Stock,US67623C1099
OPINL,Office Properties Income Trust,USA,NASDAQ,USD,Common Stock,
OPK,Opko Health Inc,USA,NASDAQ,USD,Common Stock,US68375N1037
OPOF,Old Point Financial Corporation,USA,NASDAQ,USD,Common Stock,US6801941070
OPRA,Opera Ltd,USA,NASDAQ,USD,Common Stock,US68373M1071
OPRT,Oportun Financial Corp,USA,NASDAQ,USD,Common Stock,US68376D1046
OPRX,OPTIMIZERx Corp,USA,NASDAQ,USD,Common Stock,US68401U2042
OPT,Opthea Ltd,USA,NASDAQ,USD,Common Stock,US68386J2087
OPTN,OptiNose,USA,NASDAQ,USD,Common Stock,US68404V1008
OPXS,Optex Systems Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US68384X2099
ORGN,Origin Materials Inc,USA,NASDAQ,USD,Common Stock,US68622D1063
ORGNW,Origin Materials Inc Warrant,USA,NASDAQ,USD,Common Stock,US68622D1147
ORGO,Organogenesis Holdings Inc,USA,NASDAQ,USD,Common Stock,US68621F1021
ORGS,Orgenesis Inc,USA,NASDAQ,USD,Common Stock,US68619K2042
ORIC,Oric Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68622P1093
ORLY,O’Reilly Automotive Inc,USA,NASDAQ,USD,Common Stock,US67103H1077
ORMP,Oramed Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68403P2039
ORRF,Orrstown Financial Services Inc,USA,NASDAQ,USD,Common Stock,US6873801053
ORTX,Orchard Therapeutics PLC,USA,NASDAQ,USD,Common Stock,US68570P1012
OSA,ProSomnus Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
OSAAW,ProSomnus Inc. Warrant,USA,NASDAQ,USD,Common Stock,
OSBC,Old Second Bancorp Inc,USA,NASDAQ,USD,Common Stock,US6802771005
OSIS,OSI Systems Inc,USA,NASDAQ,USD,Common Stock,US6710441055
OSPN,OneSpan Inc,USA,NASDAQ,USD,Common Stock,US68287N1000
OSS,One Stop Systems Inc,USA,NASDAQ,USD,Common Stock,US68247W1099
OST,Ostin Technology Group Co Ltd,USA,NASDAQ,USD,Common Stock,
OSTK,Overstockcom Inc,USA,NASDAQ,USD,Common Stock,US6903701018
OSUR,OraSure Technologies Inc,USA,NASDAQ,USD,Common Stock,US68554V1089
OSW,OneSpaWorld Holdings Ltd,USA,NASDAQ,USD,Common Stock,BSP736841136
OTEC,Oceantech Acquisitions I Corp,USA,NASDAQ,USD,Common Stock,US6755071072
OTECU,Oceantech Acquisitions I Corp Unit,USA,NASDAQ,USD,Unit,US6755072062
OTECW,OceanTech Acquisitions I Corp. Warrant,USA,NASDAQ,USD,Common Stock,
OTEX,Open Text Corp,USA,NASDAQ,USD,Common Stock,CA6837151068
OTLK,OUTLOOK THERAPEUTICS INC,USA,NASDAQ,USD,Common Stock,US69012T2069
OTLY,Oatly Group AB  ADR,USA,NASDAQ,USD,Common Stock,US67421J1088
OTMO,Otonomo Technologies Ltd,USA,NASDAQ,USD,Common Stock,IL0011791006
OTRK,Ontrak Inc,USA,NASDAQ,USD,Common Stock,US6833731044
OTRKP,Ontrak Inc,USA,NASDAQ,USD,Preferred Stock,US6833732034
OTTR,Otter Tail Corporation,USA,NASDAQ,USD,Common Stock,US6896481032
OUST-WT,Ouster Inc.,USA,NASDAQ,USD,Common Stock,
OVBC,Ohio Valley Banc Corp,USA,NASDAQ,USD,Common Stock,US6777191064
OVID,Ovid Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US6904691010
OVLY,Oak Valley Bancorp,USA,NASDAQ,USD,Common Stock,US6718071052
OWSCX,1WS Credit Income Fund,USA,NASDAQ,USD,FUND,
OXBR,Oxbridge Re Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG6856M1069
OXBRW,Oxbridge Re Holdings Equity Warrant,USA,NASDAQ,USD,Common Stock,KYG6856M1143
OXLC,Oxford Lane Capital Corp,USA,NASDAQ,USD,Common Stock,US6915431026
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,USA,NASDAQ,USD,Common Stock,
OXLCM,Oxford Lane Capital Corp Pref,USA,NASDAQ,USD,Preferred Stock,US6915435084
OXLCP,Oxford Lane Capital Series,USA,NASDAQ,USD,Preferred Stock,US6915436074
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,USA,NASDAQ,USD,Common Stock,
OXSQ,Oxford Square Capital Corp,USA,NASDAQ,USD,Common Stock,US69181V1070
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,USA,NASDAQ,USD,Common Stock,
OXSQL,Oxford Square Capital Corp ELKS,USA,NASDAQ,USD,Common Stock,US69181V2060
OXSQZ,Oxford Square Capital Corp. - 6.25% Notes due 2026 ,USA,NASDAQ,USD,Common Stock,
OXUS,Oxus Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6859L1059
OXUSU,Oxus Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG6859L1133
OXUSW,Oxus Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
OZK,Bank Ozk,USA,NASDAQ,USD,Common Stock,US06417N1037
OZKAP,Bank Ozk Preferred Series A,USA,NASDAQ,USD,Preferred Stock,US06417N2027
OZON,Ozon Holdings PLC,USA,NASDAQ,USD,Common Stock,US69269L1044
PAA,Plains All American Pipeline LP,USA,NASDAQ,USD,Common Stock,US7265031051
PABU,iShares Paris-Aligned Climate MSCI USA ETF,USA,NASDAQ,USD,ETF,US46436E4118
PACB,Pacific Biosciences of California,USA,NASDAQ,USD,Common Stock,US69404D1081
PACW,PacWest Bancorp,USA,NASDAQ,USD,Common Stock,US6952631033
PAGP,Plains GP Holdings LP,USA,NASDAQ,USD,Common Stock,US72651A1088
PAHC,Phibro Animal Health Corporation,USA,NASDAQ,USD,Common Stock,US71742Q1067
PALI,Palisade Bio Inc,USA,NASDAQ,USD,Common Stock,US6963891055
PALT,Paltalk Inc,USA,NASDAQ,USD,Common Stock,US69764K1060
PANL,Pangaea Logistic,USA,NASDAQ,USD,Common Stock,BMG6891L1054
PANW,Palo Alto Networks Inc,USA,NASDAQ,USD,Common Stock,US6974351057
PARA,Paramount Global Class B,USA,NASDAQ,USD,Common Stock,US92556H2067
PARAA,Paramount Global Class A,USA,NASDAQ,USD,Common Stock,US92556H1077
PARAP,Paramount Global,USA,NASDAQ,USD,Preferred Stock,
PASG,Passage Bio Inc,USA,NASDAQ,USD,Common Stock,US7027121000
PATI,Patriot Transportation Holding Inc,USA,NASDAQ,USD,Common Stock,US70338W1053
PATK,Patrick Industries Inc,USA,NASDAQ,USD,Common Stock,US7033431039
PAVM,PAVmed Inc,USA,NASDAQ,USD,Common Stock,US70387R1068
PAVMZ,PAVmed Inc. Series Z Warrant,USA,NASDAQ,USD,Common Stock,
PAVS,Paranovus Entertainment Technology Ltd.,USA,NASDAQ,USD,Common Stock,
PAX,Patria Investments Ltd,USA,NASDAQ,USD,Common Stock,KYG694511059
PAYO,Payoneer Global Inc,USA,NASDAQ,USD,Common Stock,US70451X1046
PAYOW,Payoneer Global Inc. Warrant,USA,NASDAQ,USD,Common Stock,
PAYS,Paysign Inc,USA,NASDAQ,USD,Common Stock,US70451A1043
PAYX,Paychex Inc,USA,NASDAQ,USD,Common Stock,US7043261079
PBAX,Phoenix Biotech Acquisition Corp,USA,NASDAQ,USD,Common Stock,US71902K1051
PBAXU,Phoenix Biotech Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US71902K2042
PBAXW,Phoenix Biotech Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
PBBK,PB Bankshares Inc,USA,NASDAQ,USD,Common Stock,US69318V1035
PBFS,Pioneer Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7235611065
PBGIX,FundVantage Trust - Polen Global SMID Company Growth Fund,USA,NASDAQ,USD,FUND,
PBHC,Pathfinder Bancorp Inc,USA,NASDAQ,USD,Common Stock,US70319R1095
PBLA,Panbela Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US69833W1071
PBPB,Potbelly Co,USA,NASDAQ,USD,Common Stock,US73754Y1001
PBTS,Powerbridge Technologies Co Ltd,USA,NASDAQ,USD,Common Stock,KYG720071003
PBYI,Puma Biotechnology Inc,USA,NASDAQ,USD,Common Stock,US74587V1070
PCAR,PACCAR Inc,USA,NASDAQ,USD,Common Stock,US6937181088
PCB,PCB Bancorp,USA,NASDAQ,USD,Common Stock,US69320M1099
PCCT,Perception Capital Corp II,USA,NASDAQ,USD,Common Stock,KYG7007D1025
PCCTU,Perception Capital Corp II Unit,USA,NASDAQ,USD,Unit,KYG7007D1280
PCCTW,Perception Capital Corp. II Warrants,USA,NASDAQ,USD,Common Stock,
PCH,PotlatchDeltic Corp,USA,NASDAQ,USD,Common Stock,US7376301039
PCRX,Pacira Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US6951271005
PCSA,Processa Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US74275C2052
PCT,Purecycle Technologies Holdings Corp,USA,NASDAQ,USD,Common Stock,US74623V1035
PCTI,PC-Tel Inc,USA,NASDAQ,USD,Common Stock,US69325Q1058
PCTTU,Purecycle Technologies Holdings Corp Unit,USA,NASDAQ,USD,Unit,US74623V2025
PCTTW,PureCycle Technologies Inc,USA,NASDAQ,USD,Common Stock,
PCTY,Paylocity Holdng,USA,NASDAQ,USD,Common Stock,US70438V1061
PCVX,Vaxcyte Inc,USA,NASDAQ,USD,Common Stock,US92243G1085
PCYG,Park City Group Inc,USA,NASDAQ,USD,Common Stock,US7002153044
PCYO,Pure Cycle Corporation,USA,NASDAQ,USD,Common Stock,US7462283034
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,USA,NASDAQ,USD,ETF,US46090F3082
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,USA,NASDAQ,USD,ETF,US46090F1003
PDCO,Patterson Companies Inc,USA,NASDAQ,USD,Common Stock,US7033951036
PDD,Pinduoduo,USA,NASDAQ,USD,Common Stock,US7223041028
PDEX,Pro-Dex Inc,USA,NASDAQ,USD,Common Stock,US74265M2052
PDFS,PDF Solutions Inc,USA,NASDAQ,USD,Common Stock,US6932821050
PDLB,Ponce Financial Group Inc,USA,NASDAQ,USD,Common Stock,US7323441060
PDP,Invesco DWA Momentum ETF,USA,NASDAQ,USD,ETF,US46137V8375
PDSB,PDS Biotechnology Corp,USA,NASDAQ,USD,Common Stock,US70465T1079
PDSKX,Principal Diversified Select Real Asset Fund,USA,NASDAQ,USD,FUND,
PDSRX,Principal Diversified Select Real Asset Fund,USA,NASDAQ,USD,FUND,
PDSYX,Principal Diversified Select Real Asset Fund,USA,NASDAQ,USD,FUND,
PEB-PH,Pebblebrook Hotel Trust,USA,NASDAQ,USD,Preferred Stock,
PEBK,Peoples Bancorp of North Carolina,USA,NASDAQ,USD,Common Stock,US7105771072
PEBO,Peoples Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7097891011
PECO,Phillips Edison & Co Inc,USA,NASDAQ,USD,Common Stock,US71844V2016
PEGA,Pegasystems Inc,USA,NASDAQ,USD,Common Stock,US7055731035
PEGR,Project Energy Reimagined Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG725561065
PEGRU,Project Energy Reimagined Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG725561222
PEGRW,Project Energy Reimagined Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
PEGY,Pineapple Holdings Inc,USA,NASDAQ,USD,Common Stock,US72303P1075
PENN,Penn National Gaming Inc,USA,NASDAQ,USD,Common Stock,US7075691094
PEP,PepsiCo Inc,USA,NASDAQ,USD,Common Stock,US7134481081
PEPG,PepGen Ltd,USA,NASDAQ,USD,Common Stock,US7133171055
PEPL,PepperLime Health Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG700211033
PEPLU,PepperLime Health Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG700211298
PEPLW,PepperLime Health Acquisition Corporation Warrrant,USA,NASDAQ,USD,Common Stock,
PERI,Perion Network,USA,NASDAQ,USD,Common Stock,IL0010958192
PESI,Perma-Fix Environmental Svcs Inc,USA,NASDAQ,USD,Common Stock,US7141572039
PET,Wag! Group Co.,USA,NASDAQ,USD,Common Stock,
PETQ,PetIQ Inc,USA,NASDAQ,USD,Common Stock,US71639T1060
PETS,PetMed Express Inc,USA,NASDAQ,USD,Common Stock,US7163821066
PETV,PetVivo Holdings Inc,USA,NASDAQ,USD,Common Stock,US7168174081
PETVW,PetVivo Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
PETWW,Wag! Group Co,USA,NASDAQ,USD,Common Stock,
PETZ,TDH Holdings Inc,USA,NASDAQ,USD,Common Stock,VGG870841100
PEV,Phoenix Motor Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US71910P2039
PEY,Invesco High Yield Equity Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5637
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,USA,NASDAQ,USD,ETF,US73935X4198
PFALX,PIMCO Flexible Credit Income Fund,USA,NASDAQ,USD,FUND,
PFBC,Preferred Bank,USA,NASDAQ,USD,Common Stock,US7403674044
PFC,Premier Financial Corp,USA,NASDAQ,USD,Common Stock,US74052F1084
PFF,iShares Preferred and Income Securities ETF,USA,NASDAQ,USD,ETF,US4642886877
PFFLX,PIMCO Flexible Credit Income Fund,USA,NASDAQ,USD,FUND,
PFG,Principal Financial Group Inc,USA,NASDAQ,USD,Common Stock,US74251V1026
PFI,Invesco DWA Financial Momentum ETF,USA,NASDAQ,USD,ETF,US73935X3778
PFIE,Profire Ene,USA,NASDAQ,USD,Common Stock,US74316X1019
PFIN,P&F Industries Inc,USA,NASDAQ,USD,Common Stock,US6928305084
PFIS,Peoples Fin,USA,NASDAQ,USD,Common Stock,US7110401053
PFM,Invesco Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5066
PFMT,Performant Financial Corporation,USA,NASDAQ,USD,Common Stock,US71377E1055
PFSW,PFSweb Inc,USA,NASDAQ,USD,Common Stock,US7170982067
PFTA,Portage Fintech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG7185D1060
PFTAU,Portage Fintech Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG7185D1227
PFTAW,Portage Fintech Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
PFX,Phenixfin Corporation,USA,NASDAQ,USD,Common Stock,US71742W1036
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,USA,NASDAQ,USD,Common Stock,
PGC,Peapack-Gladstone Financial,USA,NASDAQ,USD,Common Stock,US7046991078
PGEN,Precigen Inc,USA,NASDAQ,USD,Common Stock,US74017N1054
PGJ,Invesco Golden Dragon China ETF,USA,NASDAQ,USD,ETF,US46137V5710
PGNY,Progyny Inc,USA,NASDAQ,USD,Common Stock,US74340E1038
PGSS-UN,Pegasus Digital Mobility Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
PGY,Pagaya Technologies Ltd.,USA,NASDAQ,USD,Common Stock,
PGYWW,Pagaya Technologies Ltd. Warrants,USA,NASDAQ,USD,Common Stock,
PHAR,Pharming Group NV,USA,NASDAQ,USD,Common Stock,US71716E1055
PHAT,Phathom Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US71722W1071
PHIO,Phio Pharmaceuticals Corp,USA,NASDAQ,USD,Common Stock,US71880W3034
PHO,Invesco Water Resources ETF,USA,NASDAQ,USD,ETF,US46137V1420
PHUN,Phunware Inc,USA,NASDAQ,USD,Common Stock,US71948P1003
PHUNW,Phunware Inc,USA,NASDAQ,USD,Common Stock,
PHVS,Pharvaris BV,USA,NASDAQ,USD,Common Stock,NL00150005Y4
PHXM,PHAXIAM Therapeutics S.A.,USA,NASDAQ,USD,Common Stock,US29604W1080
PI,Impinj Inc,USA,NASDAQ,USD,Common Stock,US4532041096
PID,Invesco International Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5488
